transaction_amount,transaction_hour,account_age_days,new_device,location_mismatch,failed_attempts,transactions_last_10min,transactions_last_24h,previous_avg_amount,international_transaction,is_fraud
1223.37,9,664,0,0,0,0,5,1928.16,0,0
3073.94,21,1062,1,0,0,1,5,2320.84,0,0
737.55,10,573,0,1,2,1,3,1500.66,0,0
6404.53,5,92,1,1,3,7,9,1413.36,1,1
2523.68,21,604,0,0,0,1,4,2188.69,0,0
1490.56,8,434,1,0,0,0,3,1950.49,0,0
10184.5,0,12,1,1,5,4,6,1707.45,1,1
2505.88,16,1370,0,0,0,0,0,1513.44,0,0
1154.68,20,239,0,0,0,0,2,1638.71,0,0
4490.54,3,186,1,1,4,3,7,1711.48,1,1
7066.73,2,117,1,1,3,0,6,2449.56,1,1
1031.21,9,1390,0,1,1,1,3,2719.84,0,0
1841.77,22,134,0,0,0,1,1,1708.29,0,0
19692.15,2,194,1,1,3,4,10,1497.7,0,1
2375.05,22,614,0,0,2,2,0,1349.99,0,0
2554.03,20,824,1,0,0,0,4,1569.73,0,0
2047.84,8,1368,0,0,0,1,0,2213.29,0,0
2637.61,12,1018,0,0,0,1,3,1915.68,0,0
5300.62,8,125,1,0,2,4,11,1952.11,1,1
3529.87,16,215,1,1,5,3,9,1704.22,1,1
3603.97,3,2,1,1,2,6,2,1214.2,1,1
2672.47,14,987,0,0,1,0,2,1389.85,0,0
8811.51,3,129,0,1,3,3,7,1304.65,1,1
2323.07,12,1415,1,0,2,1,6,1866.35,0,0
10211.76,23,138,1,1,2,2,7,1447.92,1,1
2231.64,19,153,0,0,0,0,7,2813.49,0,0
2062.21,21,1182,0,0,0,0,6,2544.03,0,0
3107.49,20,795,0,0,0,1,6,1307.68,0,0
4257.74,7,63,1,1,4,2,4,1783.0,1,1
2150.57,5,115,0,1,2,3,6,998.42,0,1
4368.3,5,219,1,0,2,6,13,1929.49,0,1
1093.29,12,846,0,0,0,0,1,2324.59,0,0
4503.14,4,204,1,0,2,1,7,1692.66,1,1
6947.82,8,219,1,1,4,4,3,1877.26,1,1
3427.28,1,247,1,0,4,3,10,2521.62,1,1
1814.41,11,304,0,0,0,0,1,1352.59,0,0
3286.49,22,206,0,0,0,2,4,2931.23,0,0
1665.26,12,1367,0,0,1,0,7,1342.12,1,0
5942.17,2,145,1,1,5,5,5,619.52,1,1
3022.8,14,373,0,0,0,0,4,2827.19,0,0
2671.92,15,1068,0,0,0,1,3,2297.85,0,0
3766.96,22,1422,0,0,1,0,5,1489.22,1,0
1622.33,13,808,0,0,0,1,5,1464.47,0,0
2359.83,8,999,0,0,1,0,3,1383.21,1,0
5863.72,5,38,1,1,4,3,12,797.94,1,1
1867.81,12,671,0,0,0,2,9,1282.13,0,0
4279.6,17,109,1,1,4,3,7,821.65,0,1
5047.85,2,42,1,1,2,2,4,1188.04,1,1
3367.93,9,966,0,0,0,0,1,1822.99,0,0
1166.56,16,174,0,1,0,0,5,2046.14,0,0
1011.99,22,758,0,0,0,0,3,1358.8,1,0
1312.17,8,213,0,0,0,0,3,2742.46,0,0
1273.28,21,410,0,0,0,1,6,1640.39,0,0
1945.98,15,129,0,0,2,2,7,1605.99,1,0
1933.05,20,512,0,0,1,0,4,1692.06,0,0
4292.68,5,58,1,1,3,2,7,1632.05,0,1
10417.44,3,81,1,1,1,3,16,2471.17,1,1
7066.8,3,50,1,1,3,4,12,2422.36,1,1
1745.49,22,1322,0,0,0,0,5,1438.36,1,0
1914.9,18,148,0,0,0,0,3,1707.63,0,0
6060.65,1,163,1,1,4,1,12,1910.89,1,1
1473.14,1,54,1,1,4,3,10,2596.5,1,1
1492.77,14,1136,0,0,0,2,3,2997.51,1,0
4560.34,2,242,1,1,4,4,8,1166.36,1,1
5254.24,16,26,0,0,3,1,6,2137.9,0,1
2075.17,12,148,0,1,0,0,2,1667.55,0,0
3343.04,2,124,1,1,5,5,6,1852.21,0,1
2571.04,11,1075,1,0,0,2,6,1970.55,0,0
1127.21,14,1213,0,0,1,0,5,1147.39,0,0
6076.32,13,28,1,1,4,1,7,3579.49,1,1
6140.97,0,95,1,1,4,1,10,2921.3,1,1
9228.93,2,153,0,1,3,1,10,2050.59,1,1
1252.62,16,1280,0,0,0,2,3,2335.3,0,0
2316.79,8,1386,0,0,0,0,4,1792.94,0,0
2851.48,12,989,0,0,0,0,4,1623.2,0,0
1885.68,10,977,0,0,0,0,5,1116.08,0,0
4279.35,2,135,1,1,5,9,10,2088.44,1,1
2053.23,15,1131,0,0,0,0,3,1720.46,0,0
1070.69,21,325,0,1,0,0,2,1657.3,0,0
5021.42,4,34,1,1,4,4,13,2009.05,1,1
2690.72,17,277,0,0,1,0,3,1368.36,1,0
2173.19,15,1158,0,0,0,2,1,1420.65,0,0
1368.43,17,1211,0,0,2,0,7,2281.3,0,0
3322.28,17,1020,0,0,1,0,4,1576.87,0,0
1869.51,11,765,0,0,0,1,2,2602.77,0,0
9520.46,2,92,1,1,2,3,6,2515.17,1,1
8967.93,4,130,1,1,4,4,9,1505.09,1,1
2496.99,2,184,1,1,1,2,13,1401.75,1,1
3857.8,0,173,0,1,3,2,11,1838.7,0,1
683.2,9,464,0,0,0,1,4,2416.88,0,0
1448.57,11,1381,0,0,0,2,1,1540.64,0,0
2379.74,21,110,0,0,1,2,3,1775.58,0,0
4543.64,2,7,1,1,5,6,7,1912.05,1,1
2134.91,14,1000,0,0,0,0,1,2109.46,0,0
3256.85,12,295,0,0,1,0,2,2398.61,0,0
1612.31,22,737,0,0,0,1,3,1455.81,0,0
1363.44,20,112,0,0,0,0,6,1080.17,0,0
1698.12,16,987,1,0,0,2,4,1090.19,0,0
1149.42,21,1047,0,0,1,0,1,3027.12,0,0
4618.28,3,133,1,0,1,8,8,3458.34,1,1
4967.38,1,31,1,1,1,4,7,1632.58,0,1
1594.9,11,531,1,0,0,1,3,1669.94,0,0
1366.5,18,1127,0,0,0,0,0,2888.82,0,0
3410.01,12,575,0,0,0,1,2,2190.82,0,0
10000.06,3,44,1,1,3,5,9,1665.22,1,1
1808.66,8,1429,0,0,0,0,1,1428.96,0,0
840.84,18,437,1,0,0,0,7,2573.08,0,0
4304.13,22,831,0,0,0,1,4,2614.71,0,0
5696.05,1,110,1,1,4,2,11,1629.8,1,1
5575.37,18,9,1,1,2,7,10,1873.02,0,1
1175.91,10,331,0,0,0,1,2,1305.23,1,0
3482.31,16,706,0,1,0,0,4,1197.9,0,0
4255.81,13,110,0,0,5,3,11,2327.35,1,1
4785.3,7,90,0,1,3,4,10,1425.31,0,1
13116.64,21,16,1,1,5,5,3,2654.51,1,1
1636.36,10,576,0,0,0,1,2,2992.44,0,0
2994.29,20,400,0,0,0,0,0,1321.86,0,0
2510.67,15,1246,0,0,0,2,2,1209.71,0,0
2309.41,11,649,0,0,0,0,3,1635.39,0,0
929.05,17,1215,0,0,0,1,4,1943.36,0,0
14121.86,1,52,1,0,5,4,9,1771.03,1,1
4543.78,5,213,1,1,5,4,11,2230.42,0,1
3621.54,3,6,1,1,5,4,8,1779.94,0,1
2583.22,19,745,0,0,0,0,4,2617.68,0,0
5094.64,16,241,0,0,1,5,7,2294.2,0,1
2624.31,17,67,1,0,0,0,1,2248.44,0,0
1340.43,9,399,0,0,0,0,1,3124.15,0,0
6701.28,0,158,1,1,5,0,12,864.79,1,1
11139.76,9,45,1,1,3,6,11,1597.57,1,1
3505.15,9,233,1,1,3,4,1,2740.89,0,1
2078.18,13,928,1,0,0,0,5,1997.09,0,0
1464.64,5,191,1,1,4,2,6,1869.92,1,1
7165.95,4,11,1,1,4,4,5,1208.49,1,1
4509.81,3,220,1,1,3,3,9,1882.29,1,1
1895.16,12,1450,0,0,2,0,4,1975.25,0,0
2402.09,12,382,0,0,0,0,2,1453.51,0,0
3844.92,2,216,1,1,3,2,8,1458.35,0,1
1138.95,19,1498,0,1,0,2,2,1677.59,0,0
1889.19,8,184,0,1,2,1,1,2144.22,0,0
2055.46,18,1262,0,0,2,1,5,1171.56,0,0
4412.87,18,700,0,0,2,0,2,2664.08,0,0
1049.64,8,1240,0,0,1,1,3,1213.18,0,0
15077.58,1,208,1,1,1,8,7,2024.45,1,1
7771.57,1,249,1,1,1,3,10,2775.09,1,1
2605.65,9,825,1,0,0,0,1,1268.91,0,0
3953.39,15,889,0,0,0,0,2,2783.52,0,0
1185.04,13,272,0,0,0,0,4,1717.4,1,0
10686.49,3,118,0,1,5,5,8,695.5,1,1
3760.92,18,380,0,0,1,0,3,2849.1,1,0
2098.87,8,227,0,0,0,0,1,1505.65,0,0
5825.25,1,243,1,0,4,4,7,1545.83,1,1
1504.07,9,1307,0,0,0,0,5,2340.92,0,0
5762.43,4,153,1,1,3,3,8,3091.72,1,1
1598.71,13,114,0,0,0,1,2,1487.2,0,0
2431.9,21,706,0,0,0,1,5,2146.69,0,0
14339.62,1,237,1,1,2,1,8,1618.94,1,1
2924.29,4,189,1,1,3,3,10,2868.53,1,1
8580.75,1,190,1,1,3,3,7,1364.49,1,1
980.48,14,321,0,0,1,1,8,1400.57,0,0
6071.69,5,220,0,1,4,6,5,2127.98,0,1
7707.34,17,134,1,1,3,1,11,1329.35,0,1
4965.34,1,212,1,1,3,6,11,1878.74,1,1
1526.53,10,1265,0,0,0,0,7,976.84,0,0
1819.99,2,142,1,0,5,2,10,1708.83,1,1
2400.72,9,702,0,0,0,1,3,1421.77,0,0
2429.4,14,116,0,0,0,0,6,1703.38,0,0
10901.45,2,116,0,1,1,2,9,1547.76,0,1
1046.16,22,1320,0,0,1,0,0,661.06,0,0
1125.12,22,1259,0,0,0,0,4,1524.81,0,0
2026.07,10,89,0,0,1,1,0,2522.88,0,0
3113.91,13,155,0,0,1,0,2,1327.27,0,0
8175.84,2,111,1,0,1,0,11,1376.51,1,1
2388.6,10,216,0,0,0,0,3,1946.25,0,0
4129.02,2,51,1,1,3,5,6,1819.49,1,1
4245.36,0,149,1,1,5,5,5,2188.21,0,1
3775.98,16,117,1,1,3,3,6,1088.42,1,1
2673.98,9,531,0,0,0,1,3,2351.54,0,0
1420.91,16,1057,0,0,0,2,2,3151.32,0,0
7803.5,6,229,1,1,5,5,12,1423.67,0,1
1638.08,10,108,0,0,0,0,2,2855.96,0,0
4339.96,0,94,0,0,5,4,10,1313.16,1,1
3591.76,13,820,0,0,0,0,3,1150.3,0,0
3002.89,11,202,1,1,5,3,9,1110.46,0,1
2173.37,21,114,0,0,0,0,4,2129.72,1,0
2393.35,18,423,0,0,0,1,8,2468.77,0,0
3650.2,21,1244,1,0,1,0,4,3628.71,0,0
2368.13,22,152,0,0,0,0,3,1803.8,0,0
9188.34,3,95,1,1,5,4,4,1932.87,1,1
2113.51,16,1425,0,0,1,0,0,1325.26,0,0
1917.69,10,930,0,0,0,0,4,1127.57,0,0
5146.15,2,242,1,1,5,3,8,1786.7,1,1
1319.29,19,212,0,0,0,1,3,1893.91,1,0
1224.53,12,436,0,0,0,0,5,2706.61,0,0
6601.1,15,190,0,1,1,1,5,879.38,0,1
5787.47,12,242,1,1,2,4,5,1356.17,1,1
10738.94,15,18,1,1,3,4,9,1559.95,1,1
899.28,12,1469,0,0,0,0,2,2568.73,0,0
8497.41,7,3,1,0,3,4,5,2090.65,0,1
4033.89,0,224,1,0,2,3,8,3121.4,0,1
933.08,9,471,0,0,0,0,6,3406.56,0,0
2552.92,11,852,0,0,2,1,5,1634.78,0,0
3235.24,9,980,0,0,1,1,1,2114.44,0,0
6249.74,0,142,1,0,3,1,9,1423.72,1,1
1057.43,11,1032,0,0,1,3,4,1371.77,0,0
3922.26,9,1177,0,0,0,0,1,1311.22,0,0
3776.36,1,198,1,0,2,2,7,2160.78,1,1
12159.81,5,3,1,1,4,2,6,2202.42,1,1
877.12,11,292,0,0,0,0,2,3507.71,0,0
6626.4,10,79,0,1,2,5,8,1198.95,0,1
6342.95,20,181,1,1,2,3,2,1215.06,1,1
4545.83,5,146,1,1,3,2,13,1860.61,1,1
1219.06,17,716,1,0,1,0,2,1888.53,0,0
13741.81,4,196,0,1,4,5,8,1628.15,1,1
2155.59,22,760,0,0,0,0,3,2246.75,0,0
1573.07,20,1291,0,0,0,1,2,1464.94,0,0
15782.85,4,44,1,1,2,2,6,1543.1,0,1
7689.93,8,107,0,0,0,1,2,1968.39,0,0
1059.9,10,467,0,0,1,0,3,1956.56,0,0
1880.43,13,1165,0,0,0,1,1,1274.41,0,0
1573.69,14,803,0,0,0,1,5,2672.71,0,0
1517.45,21,571,1,0,1,0,4,1542.92,0,0
9272.83,1,19,1,1,1,1,9,2095.66,0,1
2497.93,17,627,0,0,1,0,2,1014.68,1,0
8771.13,1,160,0,1,3,6,5,2648.26,1,1
13986.58,1,102,1,1,4,7,5,1524.91,1,1
2269.21,13,1219,0,0,1,0,8,1802.17,0,0
8904.31,9,197,0,1,2,5,7,1435.32,1,1
9762.7,22,98,0,0,5,5,8,2705.58,1,1
2425.63,11,428,0,0,0,2,4,1836.31,0,0
5916.72,1,23,0,0,2,1,10,1979.86,1,1
13352.39,3,102,1,0,4,3,4,1325.86,1,1
1928.48,10,630,0,0,0,1,2,1620.56,0,0
4083.52,3,61,1,1,2,1,16,1589.56,0,1
824.15,9,87,0,0,1,2,1,1433.44,0,0
1794.05,22,969,0,0,1,0,3,1315.04,0,0
7867.44,5,110,1,1,3,3,14,1968.98,0,1
2382.16,21,848,0,0,0,0,6,1516.35,0,0
5164.99,20,108,0,1,3,3,9,1284.45,1,1
2347.08,14,351,0,0,0,1,3,1613.24,0,0
1660.34,15,379,0,0,0,1,5,2739.64,0,0
7542.15,12,126,1,0,5,3,7,1959.55,1,1
2904.51,11,804,0,0,0,1,3,2348.32,0,0
2445.48,10,1230,0,0,0,1,4,2014.35,0,0
6022.12,16,15,1,1,2,3,7,2346.64,1,1
6032.46,4,213,0,1,2,2,12,1847.23,0,1
5224.95,2,32,1,1,2,3,4,1206.22,0,1
4566.84,7,231,1,1,4,2,4,2227.51,1,1
2324.55,15,872,0,0,1,0,6,2897.13,0,0
2147.47,15,75,0,0,0,0,1,2903.15,1,0
3420.46,20,797,0,0,0,1,2,1452.91,0,0
914.97,11,128,0,0,1,0,7,1095.64,0,0
3523.49,4,72,1,1,2,3,6,1872.24,1,1
2372.35,15,904,0,0,0,0,1,2505.02,0,0
4206.89,4,33,1,1,1,5,3,1495.81,1,1
5673.77,1,62,1,1,3,6,13,1418.67,0,1
1797.03,13,842,0,0,0,0,3,2895.18,0,0
4431.7,0,145,1,1,3,5,14,1356.35,0,1
12993.0,3,238,1,0,4,3,7,1707.98,1,1
1117.66,20,625,0,0,0,2,4,2399.03,0,0
863.19,11,333,0,0,1,1,1,4112.0,1,0
3585.01,4,155,1,1,4,3,7,1228.25,1,1
6021.09,0,137,1,1,5,1,11,1641.07,1,1
1078.85,16,1339,0,0,0,0,1,1805.13,0,0
2191.54,22,899,0,0,0,0,1,1831.24,0,0
18321.09,13,237,1,1,3,1,6,1371.13,1,1
7548.45,0,196,1,1,4,2,6,2762.54,0,1
2585.83,21,307,0,0,0,0,4,1655.61,0,0
1330.75,22,14,1,1,3,5,8,1398.91,1,1
5458.82,10,421,1,1,0,0,0,2177.2,0,0
1073.46,11,444,0,0,0,0,4,2038.78,0,0
1365.5,18,1173,0,0,1,0,1,2371.01,0,0
5194.96,0,121,1,1,4,6,11,1996.4,1,1
2969.3,2,85,1,1,5,1,7,1559.61,0,1
829.93,19,94,0,0,0,3,5,1963.63,0,0
3935.93,22,66,1,1,2,1,10,1296.62,1,1
2650.37,20,819,0,0,0,1,0,1175.76,0,0
12452.45,10,195,1,1,1,2,7,1440.15,1,1
6320.69,0,33,1,1,5,3,4,1762.89,1,1
4190.12,8,241,1,1,3,4,8,1202.98,1,1
3151.57,0,202,1,1,4,5,5,2225.48,1,1
8791.14,4,77,1,1,1,3,4,1160.87,1,1
2071.86,12,1326,0,1,0,1,7,1460.57,0,0
3204.13,18,180,1,0,2,0,6,1403.35,0,0
10386.79,4,188,1,0,5,1,10,2294.67,1,1
3531.43,23,119,1,1,5,2,8,2805.62,1,1
4348.6,0,199,1,1,5,4,10,1221.97,1,1
20535.82,1,6,1,1,3,5,7,3423.07,1,1
2636.68,11,1153,0,0,1,0,2,3440.5,0,0
5494.04,1,225,1,1,2,2,11,1808.98,1,1
3102.3,10,1246,0,1,0,0,3,1251.83,0,0
1283.58,8,1482,0,0,0,1,2,1149.65,0,0
13822.16,0,214,1,1,3,2,5,988.59,1,1
1717.95,15,1190,0,0,0,0,3,1131.24,0,0
2188.91,21,290,0,0,1,0,1,2213.94,0,0
3509.65,16,693,0,0,1,0,0,932.03,0,0
4936.48,0,150,1,1,3,1,5,1968.65,1,1
6783.17,20,36,0,1,5,3,8,2745.38,0,1
1972.06,15,677,0,1,0,0,3,1833.81,1,0
2646.08,12,1268,0,0,0,1,0,2162.82,0,0
2856.18,13,713,0,0,1,1,3,1499.01,0,0
7364.85,2,142,1,1,4,2,8,1850.82,1,1
2586.17,22,94,0,0,0,0,5,2009.34,1,0
10494.17,5,139,1,1,5,3,6,2732.35,1,1
5693.74,0,181,1,1,4,3,4,4795.86,0,1
1411.11,12,756,0,0,0,0,4,1388.16,0,0
4891.12,14,331,0,0,0,0,6,2196.25,1,0
1634.93,8,140,0,0,0,2,6,1920.61,0,0
1284.87,4,177,1,1,3,2,6,2241.62,1,1
5196.08,10,182,1,0,3,1,7,1761.48,0,1
3850.36,11,617,1,0,0,0,4,1319.43,0,0
4246.93,10,896,0,0,0,0,3,1609.77,0,0
6149.98,4,130,1,0,3,2,11,2450.75,1,1
7036.56,5,15,1,1,5,3,9,2730.31,1,1
2509.48,20,911,0,0,0,0,1,2423.82,0,0
9084.45,3,94,1,1,3,3,9,1514.48,1,1
11598.67,23,74,0,0,4,2,5,1394.24,1,1
13078.34,21,29,1,0,3,4,6,836.09,1,1
2366.09,12,716,0,0,0,0,1,1083.76,0,0
3350.29,16,800,0,0,0,1,2,1205.43,0,0
6246.37,5,43,1,1,3,4,6,1616.75,1,1
1165.64,22,1445,0,0,0,1,0,1696.78,1,0
3070.26,16,1340,0,0,0,0,4,2732.72,0,0
8169.5,15,243,1,1,4,2,9,1893.26,1,1
9583.47,8,175,1,1,4,3,7,1099.73,1,1
26344.18,5,5,0,1,4,2,5,1221.18,1,1
5193.55,1,220,1,1,5,2,9,2245.26,0,1
2476.22,21,1408,0,0,0,0,5,1441.16,0,0
3955.41,13,180,0,0,0,0,5,1370.05,0,0
6230.91,3,47,1,1,2,4,15,2217.7,1,1
1755.1,11,614,0,0,0,0,3,3627.82,0,0
3091.22,1,19,1,1,5,1,8,979.88,0,1
9516.36,1,38,1,0,1,4,5,1579.58,1,1
2349.38,13,463,0,0,0,1,0,2420.86,0,0
2807.1,9,837,0,0,0,1,3,1580.54,0,0
20200.45,10,73,0,0,4,2,8,1469.94,1,1
3044.58,19,1493,0,1,1,1,4,3244.42,0,0
1509.79,10,1326,0,0,0,1,0,2761.96,0,0
2712.29,14,1381,0,0,0,2,2,2113.68,0,0
1312.62,14,900,0,0,0,0,4,1524.99,0,0
19146.78,1,222,1,1,3,3,12,1612.16,1,1
3741.91,4,211,0,1,3,9,11,2540.91,0,1
2113.15,13,1038,0,0,1,3,1,1463.74,0,0
1982.73,5,150,1,1,3,2,11,2457.45,1,1
1968.74,11,1327,0,0,0,1,2,1673.91,0,0
8766.74,1,12,0,1,4,3,10,2750.57,0,1
11522.13,18,83,1,1,5,3,7,2049.25,1,1
6488.48,0,161,0,1,3,1,5,2047.03,0,1
2066.49,12,1368,0,0,0,0,3,1754.12,0,0
2043.2,10,682,0,0,0,2,3,4166.37,1,0
5195.39,4,23,0,0,3,6,8,2786.69,1,1
6884.58,23,167,0,1,1,1,5,2300.23,1,1
3631.9,10,1213,0,0,0,1,4,1744.97,0,0
881.44,20,1157,1,0,0,1,2,2330.71,0,0
10631.18,1,94,1,1,4,4,6,2595.61,0,1
2852.58,15,1187,1,1,1,0,5,1861.12,0,0
1621.63,10,1102,0,0,2,1,1,1732.96,0,0
9980.76,3,63,1,1,3,1,10,1362.0,1,1
3490.66,9,479,0,1,0,0,1,2201.3,0,0
8493.75,3,141,0,0,3,4,10,1920.99,1,1
4915.92,0,98,1,1,3,1,7,892.06,1,1
11689.82,5,147,1,1,4,4,13,903.57,1,1
7520.28,0,28,1,1,4,8,10,2321.11,1,1
1099.76,20,433,0,1,0,0,2,1552.93,0,0
2985.83,3,128,1,0,4,3,5,2983.61,0,1
2090.01,12,1034,0,0,0,1,3,1128.21,0,0
3013.8,11,68,1,1,5,1,6,2649.62,1,1
2425.14,19,433,1,0,0,1,1,3106.83,0,0
7890.1,4,245,0,1,5,4,6,3664.45,1,1
11037.34,0,175,0,1,3,3,5,2060.5,1,1
1690.76,13,1287,0,0,0,0,3,1779.32,0,0
2957.27,10,1126,1,0,0,1,2,1752.35,0,0
2226.88,20,671,0,0,0,1,4,1663.95,0,0
1556.89,5,107,1,1,4,5,8,3260.98,0,1
2149.11,1,144,0,1,1,3,8,2095.71,0,1
2658.47,20,400,0,0,0,2,1,1326.65,0,0
7355.74,2,181,1,1,4,2,11,4118.24,1,1
2873.86,21,740,1,0,0,0,1,1750.88,0,0
4257.53,6,128,1,1,3,3,7,1763.78,0,1
4915.01,4,246,1,1,3,4,3,2124.15,1,1
2150.95,14,327,1,0,0,0,7,2034.45,0,0
1506.94,14,973,0,0,0,1,1,2606.11,0,0
3330.4,5,215,1,1,4,4,7,2511.06,1,1
2051.73,15,277,0,0,0,2,3,3259.39,0,0
871.26,10,1355,0,0,0,2,0,919.15,0,0
3041.27,1,48,1,1,3,4,8,1010.56,1,1
17748.09,7,82,1,0,3,3,6,1411.31,1,1
8265.16,15,160,1,1,3,6,10,2899.96,0,1
6139.85,0,99,0,1,4,3,6,1983.19,0,1
4573.73,9,287,0,0,2,1,3,1674.3,0,0
8788.24,3,49,1,0,2,4,5,1724.34,0,1
6372.2,2,80,1,1,3,1,14,1324.4,1,1
15289.82,14,96,1,1,3,1,8,1169.28,1,1
1175.04,14,535,0,0,0,1,1,1902.32,0,0
3632.67,0,145,1,1,4,2,9,1316.86,0,1
1871.96,21,876,0,0,0,0,4,973.77,0,0
3475.58,17,836,0,0,0,1,1,2505.02,0,0
6888.13,4,166,1,1,1,2,8,1485.71,0,1
1722.95,16,378,0,0,0,0,0,1274.97,0,0
1494.22,11,1214,0,0,0,0,2,1348.59,0,0
892.15,13,599,0,0,0,1,3,1262.91,0,0
2146.75,11,279,0,0,0,2,1,1270.54,0,0
1550.72,10,359,0,0,0,1,7,1753.93,0,0
1934.54,20,425,0,0,0,1,2,1471.73,0,0
7993.97,0,216,1,1,3,3,5,3536.43,1,1
7424.79,3,210,1,1,5,3,11,1617.67,1,1
4886.95,10,1369,1,0,0,1,0,1453.52,0,0
5450.04,1,103,1,1,3,6,11,2241.25,1,1
9648.64,3,12,1,1,3,4,3,2392.62,0,1
6163.23,3,25,1,1,1,3,6,1768.82,1,1
4858.37,14,1458,0,0,1,0,2,2051.34,0,0
10934.85,0,47,1,1,5,1,8,1162.5,0,1
2468.78,21,1220,0,0,0,0,2,1269.09,0,0
7397.04,2,19,1,1,4,4,14,2685.97,0,1
10084.08,1,126,1,1,3,5,15,1322.26,1,1
1527.33,23,85,0,0,5,5,7,2343.32,1,1
2750.54,15,621,0,0,0,0,4,1155.75,0,0
4060.59,22,974,0,1,0,1,6,1616.2,0,0
7151.28,3,2,1,0,2,5,12,1893.7,1,1
4110.22,3,142,1,1,1,4,8,1596.45,1,1
3465.37,2,48,1,1,2,2,12,2136.14,1,1
1053.89,10,1038,0,1,0,1,4,1477.88,0,0
7694.31,2,32,1,1,2,3,9,2064.66,1,1
1020.36,17,789,0,0,1,1,5,2609.49,0,0
4211.0,3,240,1,0,3,1,6,2013.86,1,1
3500.4,4,43,1,0,4,5,4,2182.19,0,1
6109.88,2,90,1,0,4,0,10,1831.24,1,1
3345.7,15,1258,0,1,0,0,2,2034.62,0,0
7842.37,0,119,0,1,1,5,7,948.04,1,1
884.41,8,1433,0,0,0,0,1,1354.55,0,0
1225.0,16,781,0,0,0,0,2,1258.22,0,0
3215.05,0,139,1,1,2,2,8,1139.18,1,1
6663.9,15,81,1,1,2,3,9,1287.85,1,1
14323.12,5,102,1,1,5,1,6,1937.97,0,1
2341.2,5,27,1,0,2,1,9,1204.83,1,1
1248.61,17,404,0,0,0,0,2,1810.61,0,0
1446.36,21,1207,0,0,0,0,4,1622.69,0,0
5017.74,4,180,1,1,5,3,10,1211.21,1,1
3845.56,13,70,0,1,1,3,10,2023.77,1,1
2244.99,18,1299,0,0,0,2,4,2139.21,0,0
1852.83,22,541,0,0,0,0,6,2832.42,0,0
1696.54,17,1127,0,0,1,0,3,1353.56,0,0
2599.66,19,799,0,0,1,0,5,2560.79,0,0
1090.38,11,1145,0,0,1,1,3,1872.94,0,0
6667.65,1,25,0,1,5,4,6,2041.39,1,1
4130.27,2,209,1,1,4,3,7,2260.92,0,1
2281.7,17,1311,0,0,0,0,6,1551.81,0,0
1716.07,1,243,0,1,1,3,9,2635.89,1,1
2895.27,11,710,0,0,1,0,3,2528.95,1,0
4999.31,5,90,1,1,2,2,14,1731.53,1,1
1647.91,12,1367,0,0,0,1,2,993.59,0,0
1237.81,9,63,0,0,0,2,4,890.39,0,0
7013.57,9,80,1,1,3,4,9,2139.09,0,1
4045.61,11,559,0,0,1,2,2,1590.98,0,0
1393.83,17,1080,0,0,0,0,1,983.89,0,0
4125.13,16,1400,1,1,0,0,2,3238.94,0,0
7951.85,4,58,1,1,4,3,4,2037.13,1,1
16129.18,2,158,1,1,3,3,9,1092.29,0,1
11268.82,3,152,1,1,5,2,10,3044.34,1,1
15137.57,1,144,1,1,4,3,3,1393.2,0,1
1028.62,12,1480,0,1,0,1,3,1824.72,0,0
1602.13,22,1022,0,0,0,2,2,1770.57,0,0
1339.25,15,104,0,0,0,1,8,1973.14,0,0
2173.6,12,568,1,0,1,0,5,3621.35,0,0
2417.44,19,564,0,0,0,1,5,2788.18,0,0
15244.16,0,202,1,1,5,3,4,2728.75,1,1
3718.34,2,246,1,1,4,3,8,937.56,1,1
2047.7,10,880,0,0,0,0,2,1830.59,0,0
2893.3,14,1381,0,0,0,0,5,4022.48,0,0
4540.87,2,86,1,1,5,5,7,1808.66,1,1
8610.01,5,78,1,1,5,6,7,1576.48,1,1
10385.37,3,213,0,1,2,2,11,956.94,0,1
3110.13,19,663,0,0,0,1,2,2502.07,0,0
4797.18,3,222,1,1,4,2,13,1774.55,1,1
7685.53,1,110,1,1,4,7,6,2173.54,1,1
10395.14,1,75,1,1,3,4,7,1613.07,0,1
11401.83,16,214,1,1,4,3,10,1921.84,1,1
3222.68,12,927,0,0,0,1,4,2117.55,0,0
2989.43,21,458,1,0,0,1,5,1111.64,0,0
3291.08,17,145,0,1,3,1,8,2654.82,0,1
2763.04,9,642,0,0,0,1,2,1732.07,1,0
8335.89,4,38,1,0,4,4,11,2023.75,0,1
1310.15,9,888,0,0,0,1,1,1859.8,0,0
2410.51,22,447,0,0,0,1,6,3659.31,0,0
7187.29,2,241,1,1,5,0,10,2544.41,1,1
2722.84,13,850,0,0,0,0,4,1704.43,0,0
3096.51,4,141,1,1,3,4,10,1577.8,0,1
3094.69,0,240,1,1,5,3,7,1984.31,1,1
1181.28,17,393,0,0,1,0,3,2013.98,0,0
1026.49,18,1420,0,0,0,0,1,1532.74,0,0
10020.35,0,145,1,0,5,4,5,2660.78,1,1
922.77,15,744,0,0,0,0,2,1939.7,0,0
1806.21,14,1274,0,0,0,0,1,1872.89,0,0
2892.24,22,960,0,0,0,3,5,1851.11,0,0
7474.34,15,80,1,1,2,2,6,2219.06,1,1
895.39,9,249,0,0,1,1,2,2369.27,0,0
